Module,Score,Price ($),Price Efficiency (Score/$),URL
G Skill Intl F4-4000C18-16GTZN 16GB,22219,,,
G Skill Intl F4-4500C19-8GTZSWE 8GB,22218,,,
A-DATA Technology AX4U32008G16A-BWHD35 8GB,22216,,,
Crucial Technology CT32G4DFD832A.C16FE 32GB,22214,,,
Corsair CMN32GX4M2Z3200C16 16GB,22214,,,
G Skill Intl F4-3000C14-8GTZ 8GB,22213,,,
Gloway International Co. Ltd. TAC4U3200E16162C 16GB,22207,,,
G Skill Intl F4-4800C18-8GTRS 8GB,22202,,,
V-Color Technology Inc. TL8G34817D-E6PRKWK 8GB,22198,,,
G Skill Intl F4-3600C16-8GTRS 8GB,22192,,,
G Skill Intl F4-4000C18-16GVK 16GB,22192,,,
Patriot Memory (PDP Systems) 4400 C19 Series 8GB,22191,,,
Roa Logic BV DDR4 2666 16GB,22188,,,
G Skill Intl F4-4000C18-32GTRS 32GB,22187,,,
A-DATA Technology AX4U32008G16A-SB41 8GB,22182,,,
Essencore Limited KD4AGUA80-36A180T 16GB,22182,,,
Mushkin MRX4U360JNNM8G 8GB,22182,,,
JUHOR JHD3600U1808JG 8GB,22181,,,
Crucial Technology BL32G36C16U4BL.M16FB 32GB,22169,,,
Micron Technology MAT8ATF1G64AZ-2G6A1 8GB,22169,,,
Corsair CMK16GX4M2C3200C18 8GB,22168,,,
G Skill Intl F4-4000C18-8GTZKW 8GB,22167,,,
G Skill Intl F4-3200C14-16GVR 16GB,22164,,,
Corsair CMK16GX4M2F4500C19 8GB,22163,,,
Crucial Technology CT16G4DFRA32A.M16FJ1 16GB,22163,,,
A-DATA Technology AX4U32008G16A-SR30 8GB,22160,,,
G Skill Intl F4-4266C16-8GTZR 8GB,22159,,,
Hewlett-Packard 8MG06AA# 8GB,22151,,,
G Skill Intl F4-3600C16-16GTRG 16GB,22146,,,
G Skill Intl F4-4000C15-8GTRS 8GB,22139,,,
A-DATA Technology AX4U32008G16A-DTBKD3 8GB,22138,,,
Chun Well Technology Holding Limited MD4U1636161DCW 16GB,22113,,,
Corsair CMH16GX4M2C3600C20 8GB,22110,,,
Kingston KF3200C18D4/8G 8GB,22108,,,
Essencore Limited KD4AGUA80-32N220D 16GB,22104,,,
Team Group Inc. TEAMGROUP-UD4-3600 8GB,22104,,,
Transcend Information TS1GSH64V2B 8GB,22097,,,
Asgard VMA47UH-MEC1U2AV5 16GB,22090,,,
G Skill Intl F4-4800C20-16GTES 16GB,22087,,,
Smart Modular SMU4WEC8C2J3464SAG 16GB,22086,,,
Corsair CMD32GX4M2C3200C14T 16GB,22084,,,
Crucial Technology BL16G36C16U4BL.M16FE 16GB,22071,,,
G Skill Intl F4-4400C19-16GTZR 16GB,22069,,,
Asgard VMA49UH-MEC1U2AW3 16GB,22066,,,
Kingston HP32D4U2S8MR-8 8GB,22063,,,
Kingston 9905743-058.A00G 16GB,22056,,,
Kingston KF3600C18D4/16GX 16GB,22048,,,
Ramos Technology RM4D8G4881E-PNNWE1 8GB,22047,,,
Lexar Co Limited LD4BU008G-3200XG 8GB,22037,,,
V-Color Technology Inc. TL8G36818C-E0P2AAS 8GB,22030,,,
Crucial Technology BL8G36C16U4W.M8FE1 8GB,22010,,,
Crucial Technology BL8G36C16U4RL.M8FE1 8GB,22009,,,
Gold Key Technology Co Ltd NMUD416E82-4000F 16GB,22004,,,
G Skill Intl F4-3200C14-8GAK 8GB,21996,,,
Wilk Elektronik S.A. IRG-36D4L18S/16GDC 8GB,21995,,,
Chun Well Technology Holding Limited MD4U1636181C 16GB,21994,,,
Chun Well Technology Holding Limited D4U0836144B 8GB,21987,,,
Kingston XVTW4H-MIE-NX 32GB,21980,,,
A-DATA Technology AX4U320016G16A-ST60 16GB,21980,,,
Kingston XK2M26-MIE-NX 16GB,21979,,,
JUHOR JHD3200U1916JG 16GB,21977,,,
Kingston 9905713-042.A00G 8GB,21972,,,
A-DATA Technology AX4U32008G16A-SBKD35 8GB,21969,,,
Kingston 99U5713-009.A00G 8GB,21964,,,
Corsair CMD16GX4M2C3333C16 8GB,21960,,,
Maxsun MSD416G32W4 16GB,21956,,,
Crucial Technology BLM16G44C19U4BL.M8FB 16GB,21945,,,
SK Hynix DDR4 16GB 3200MHz 16GB,21945,,,
G Skill Intl F4-3200C16-16GVKS 16GB,21932,,,
Wilk Elektronik S.A. IRX3200D464L16A/16G 16GB,21930,,,
Kingston CBD32D4S2D8MR-16 16GB,21930,,,
Asgard VMA47UG-AMC1U23T3 8GB,21928,,,
G Skill Intl F4-4000C18-32GTRG 32GB,21923,,,
Lexar Co Limited LD4BU008G-H3600ULH 8GB,21907,,,
Kingston XW21KG-MIE-NX 8GB,21906,,,
G Skill Intl F4-3600C17-16GTZSW 16GB,21906,,,
G Skill Intl F4-3600C14-8GTRSB 8GB,21904,,,
Corsair CMN128GX4M4Z3600C18 32GB,21903,,,
"PNY Technologies, Inc. 16GF2X08RHLL42-135-K 16GB",21902,,,
Thermaltake Technology Co Ltd R021D408GX2-3600C18D 8GB,21896,,,
G Skill Intl F4-4266C19-32GTZR 32GB,21893,,,
Chun Well Technology Holding Limited MD4U0836165BCW 8GB,21893,,,
Crucial Technology CT16G4DFRA32A.C16FT 16GB,21886,,,
SK Hynix FRD4AB6B2Z1ABZZ01 16GB,21882,,,
G Skill Intl F4-3200C14-8GTZSK 8GB,21878,,,
G Skill Intl F4-3600C18-16GTRG 16GB,21875,,,
Corsair CMW32GX4M4K3733C17 8GB,21873,,,
Kingston CBD32D4S2S8MR-8 8GB,21869,,,
Kingston HX432C16FB/16 16GB,21869,,,
Kingston HP37D4U1S8MR-8XR 8GB,21866,,,
Asgard VMA47UG-MEC1U2AV1 8GB,21859,,,
Wilk Elektronik S.A. GR3200D464L22/16G 16GB,21858,,,
G Skill Intl F4-3600C16-8GTRGC 8GB,21852,,,
A-DATA Technology AX4U32008G16A-DTWHD3 8GB,21848,,,
A-DATA Technology AX4U360016G18I-DCBK2 16GB,21843,,,
Crucial Technology CT8G4DFS832A.C8FP 8GB,21834,,,
Corsair CMK32GX4M2Z3600C18 16GB,21834,,,
Corsair CMH32GX4M2Z3600C18 16GB,21833,,,
Hewlett-Packard 7EH68AA# 16GB,21832,,,
EXCELERAM E40832A 8GB,21829,,,
Mushkin MLX4C360EKKT8G 8GB,21826,,,
Crucial Technology BL16G32C16U4B.16FE 16GB,21823,,,
Kingston XJV223-MIE 16GB,21817,,,
Kingston 9905743-213.A00G 16GB,21815,,,
Lexar Co Limited LD4BU008G-36000H 8GB,21813,,,
G Skill Intl F4-3600C16-16GVKC 16GB,21811,,,
Corsair CMH32GX4M4D3600C18 8GB,21810,,,
Kingston HP37D4U1S8MR-8X 8GB,21803,,,
Daten Tecnologia LTDA DATEN 16G4D32 16GB,21800,,,
Kingston XJV223-MIE-NX 16GB,21794,,,
V-Color Technology Inc. TA48G30S815GK 8GB,21791,,,
Mushkin MRX4U320GJJM16G 16GB,21790,,,
Samsung M378A2G43MX3-CWE 16GB,21785,,,
Chun Well Technology Holding Limited D4U0840180B 8GB,21785,,,
Kingston 9965684-038.A00G 8GB,21783,,,
A-DATA Technology AX4U360016G18I-DW50 16GB,21783,,,
Kingston 9905743-139.A00G 8GB,21772,,,
Transcend Information JM3200HLH-4G 4GB,21768,,,
G Skill Intl F4-3200C14-32GTRS 32GB,21766,,,
Shenzhen Shangzhaoyuan Technology DDR4 8GB 3200 8GB,21766,,,
G Skill Intl F4-3600C16-8GTRG 8GB,21758,,,
Crucial Technology BL16G32C16U4R.16FE 16GB,21757,,,
Mushkin MR[ABC]4U320GJJM32G 32GB,21756,,,
Corsair CMW16GX4M2C3200C14 8GB,21755,,,
Corsair CMW64GX4M4D3600C18 16GB,21754,,,
G Skill Intl F4-3600C17-16GTZ 16GB,21753,,,
A-DATA Technology AX4U36008G18I-DT50 8GB,21751,,,
A-DATA Technology AX4U36008G18I-ST50 8GB,21746,,,
A-DATA Technology AX4U320016G16A-BW50 16GB,21744,,,
V-Color Technology Inc. TE416G26D819VK-VKC 16GB,21739,,,
Crucial Technology CT8G4DFS832A.C8FE 8GB,21734,,,
G Skill Intl F4-3600C15-8GTZ 8GB,21720,,,
Asgard VMA47UG-AMC1U2BW3 8GB,21713,,,
Corsair CMT32GX4M2D3600C18 16GB,21712,,,
Hewlett-Packard 7TE46AA# 8GB,21692,,,
Gold Key Technology Co Ltd NMUD416E82-3601D 16GB,21688,,,
Crucial Technology BL16G32C16U4B.M16FE1 16GB,21687,,,
Corsair CMG64GX4M2D3600C18 32GB,21687,,,
Corsair CMHX16GD3600C18H4D 16GB,21679,,,
Kingston HP37D4U1S8ME-8XR 8GB,21677,,,
Corsair CM4S16GL3200K18K2 16GB,21676,,,
Thermaltake Technology Co Ltd RG26D408GX2-3600C18A 8GB,21672,,,
G Skill Intl F4-4000C16-16GTRS 16GB,21672,,,
Kingston KF3733C19D4/8GX 8GB,21664,,,
G Skill Intl F4-4000C17-8GVKB 8GB,21658,,,
G Skill Intl F4-4000C17-16GTRGB 16GB,21657,,,
Kingston KF432C16BB/8-SP 8GB,21656,,,
G Skill Intl F4-3200C14-16GTRS 16GB,21655,,,
Corsair CMH16GX4M2D3600C18 8GB,21651,,,
G Skill Intl F4-4000C19-16GTZKK 16GB,21648,,,
Corsair CMK32GX4M2G4000C19 16GB,21646,,,
A-DATA Technology DDR4 3600 8GB,21644,,,
Thermaltake Technology Co Ltd R022D408GX2-3600C18A 8GB,21641,,,
Corsair CMH32GX4M2Z3200C16 16GB,21639,,,
Lexar Co Limited LD4BU008G-3600LH 8GB,21639,,,
Essencore Limited KD48GU880-36A180X 8GB,21636,,,
Kingston CBD32D4U2S1MF-8 8GB,21634,,,
JUHOR JHD3200U1616JG 16GB,21633,,,
Corsair CMG16GX4M2D3600C18 8GB,21617,,,
Corsair CMK32GX4M2K3600C16 16GB,21614,,,
Kingston 99U5743-045.A00G 16GB,21613,,,
Asgard VMA47UG-MEC1U2AV5 8GB,21613,,,
Kingston 9905734-423.A00G 32GB,21611,,,
G Skill Intl F4-3600C17-8GTRS 8GB,21600,,,
Cuso JH4U3600E18082C 8GB,21583,,,
Corsair CMN64GX4M2Z3200C16 32GB,21578,,,
Crucial Technology BLE8G4D40BEEAK.M8FE1 8GB,21571,,,
Corsair CMH64GX4M4D3600C18 16GB,21566,,,
Kingston X6TCK6-MIE 32GB,21559,,,
G Skill Intl F4-3600C16-8GTZKW 8GB,21558,,,
Gold Key Technology Co Ltd NMGD480E82-4400G 8GB,21547,,,
Gloway International Co. Ltd. ABY4U3200E18082C 8GB,21539,,,
Kingston ACR32D4U2S1ME-8F 8GB,21534,,,
Crucial Technology BL16G30C15U4W.M16FE1 16GB,21532,,,
Chun Well Technology Holding Limited D4U0836182B 8GB,21529,,,
G Skill Intl F4-3600C16-16GTZNC 16GB,21529,,,
Patriot Memory (PDP Systems) 4000 C20 Series 8GB,21523,,,
Lexar Co Limited LD4U16G36C18LG 16GB,21521,,,
Corsair CMK16GX4M2K4600C19 8GB,21516,,,
Kingston 9905734-161.A00G 16GB,21516,,,
G Skill Intl F4-3600C16-8GTZNC 8GB,21516,,,
Mushkin MLX4C320GJJM16G 16GB,21514,,,
Corsair CMR32GX4M2F3600C18 16GB,21513,,,
V-Color Technology Inc. TA48G36S818BN 8GB,21506,,,
Pioneer High Fidelity Taiwan Co.Ltd APS-M48GUHN32J-4MB 8GB,21501,,,
Kingston 9965745-039.A00G 32MB,21499,,,
Xi’an UnilC Semiconductors Co Ltd SCE16GS03H2F1C-32AA 16GB,21499,,,
G Skill Intl F4-3600C16-8GTESC 8GB,21496,,,
G Skill Intl F4-4400C19-16GTRS 16GB,21496,,,
G Skill Intl F4-3600C14-16GTRGA 16GB,21492,,,
Corsair CMG32GX4M2D3600C18 16GB,21487,,,
Mushkin MRX4U360GKKP16G 16GB,21487,,,
Kingston CBD32D4S2S8HC-16 16GB,21485,,,
Corsair CM4S32GL3200K18K2 32GB,21483,,,
G Skill Intl F4-3200C14-8GVR 8GB,21481,,,
Thermaltake Technology Co Ltd R019D408GX2-3600C18A 8GB,21478,,,
G Skill Intl F4-4000C18-16GTZR 16GB,21472,,,
G Skill Intl F4-4000C14-8GTRG 8GB,21467,,,
Thermaltake Technology Co Ltd R016D408GX2-4600C19A 8GB,21458,,,
Essencore Limited KD4AGU880-32N220D 16GB,21458,,,
Team Group Inc. TEAMGROUP-UD4-4000 4GB,21455,,,
G Skill Intl F4-3333C16-8GTZB 8GB,21454,,,
Kingston KF3200C16D4/16GX 16GB,21447,,,
Kingston 99U5713-008.A00G 4GB,21445,,,
SanMax Technologies Inc. SMD4-U32G88SB-32AA 32GB,21444,,,
Corsair CMD8GX4M2B4000C19 4GB,21439,,,
V-Color Technology Inc. TO432G32D816ASPSXS 32GB,21438,,,
Mushkin MLX4C360GKKP8G 8GB,21437,,,
A-DATA Technology AX4U32008G16A-BBKD35 8GB,21436,,,
Chun Well Technology Holding Limited D4U1636180B 16GB,21433,,,
Corsair CMN16GX4M2Z3200C16 8GB,21430,,,
Mushkin MR[ABC]4U266GHHF32G 32GB,21424,,,
G Skill Intl F4-3600C14-16GTEGA 16GB,21423,,,
Kingmax Semiconductor GLQG43F-18---------- 8GB,21422,,,
Patriot Memory (PDP Systems) 4400 C18 Series 8GB,21422,,,
Corsair CMH32GX4M2D3600C18 16GB,21420,,,
Ramaxel Technology RMUA5190MR86H9F-3200 4GB,21420,,,
Team Group Inc. TEAMGROUP-UD4-4800 8GB,21419,,,
Corsair CMHX8GD3600C18H4D 8GB,21417,,,
"PNY Technologies, Inc. 16GF1X16RHLL42-135-K 16GB",21415,,,
Corsair CMT64GX4M2C3600C18 32GB,21414,,,
Lexar Co Limited LD4BU008G-H3600GLH 8GB,21413,,,
Crucial Technology BL8G36C16U4R.M8FE1 8GB,21412,,,
G Skill Intl F4-3600C18-32GTRS 32GB,21411,,,
Essencore Limited KD48GU880-36A180Z 8GB,21407,,,
Crucial Technology BL16G36C16U4WL.M16FE 16GB,21406,,,
Apacer Technology GD2.1843WS.003 16GB,21399,,,
Gold Key Technology Co Ltd NMUD416E82-3600D 16GB,21394,,,
Txrui 3200C22 8GB,21393,,,
ATP Electronics Inc. X4C16QE8BNRCME-E-LI1 16GB,21393,,,
G Skill Intl F4-4266C19-16GTZR 16GB,21389,,,
Mushkin MRX4U320GJJM32G 32GB,21386,,,
Asgard VMA47UG-AMC1U2BV5 8GB,21382,,,
A-DATA Technology AX4U360016G18I-BBKD4 16GB,21379,,,
Corsair CMT32GX4M4C3600C18 8GB,21378,,,
Corsair CMT64GX4M2E3200C16 32GB,21373,,,
G Skill Intl F4-4000C16-8GVK 8GB,21373,,,
Kingston KF3000C15D4/16GX 16GB,21370,,,
G Skill Intl F4-4800C19-8GVKC 8GB,21368,,,
Mushkin MLA4C360JNNM8G 8GB,21363,,,
Corsair CMWX16GD3600C18W2D 16GB,21355,,,
Corsair CM4X16GC3600C18K2D 16GB,21354,,,
Crucial Technology BL8G32C16U4W.8FE 8GB,21346,,,
Chun Well Technology Holding Limited D4U0836164B 8GB,21346,,,
Corsair CMK16GX4M2C3333C16 8GB,21343,,,
Crucial Technology CP32G4DFRA32A.M16FF 32GB,21342,,,
Team Group Inc. TEAMGROUP-D4-3866 4GB,21338,,,
G Skill Intl F4-3600C18-8GTZR 8GB,21336,,,
Jazer JAD3200U1832 32GB,21334,,,
Crucial Technology BLE4G4D32AEEA.K8FE 4GB,21322,,,
A-DATA Technology AX4U320016G16A-DT41 16GB,21319,,,
Kingston X2YH1K-MIE 16GB,21318,,,
G Skill Intl F4-4000C17-8GTZR 8GB,21318,,,
G Skill Intl F4-3400C16-8GSXW 8GB,21316,,,
Crucial Technology BLM8G44C19U4B.M8FE1 8GB,21312,,,
G Skill Intl F4-3200C14-8GTZKY 8GB,21311,,,
Thermaltake Technology Co Ltd R022D408GX2-4600C19A 8GB,21301,,,
Corsair CMD32GX4M2C3200C14M 16GB,21294,,,
G Skill Intl F4-3600C17-16GTZKW 16GB,21287,,,
Corsair CMWB8G1L3200K16W4 8GB,21284,,,
Corsair CMK16GX4M2Z3466C16 8GB,21283,,,
A-DATA Technology AL1P32NC8T1-B8DS 8GB,21282,,,
Corsair CMK64GX4M4B2800C14 16GB,21268,,,
"PNY Technologies, Inc. 8GBF1X08RHJJ40-135-K 8GB",21267,,,
Kingston LV36D4U1S8HD-8XR 8GB,21266,,,
G Skill Intl F4-3200C14-8GTZKW 8GB,21260,,,
Corsair CMW32GX4M2Z3600C18 16GB,21248,,,
Crucial Technology CT32G4DFD832A.C16FF 32GB,21246,,,
Lexar Co Limited LD4AU016G-3200ST 16GB,21245,,,
G Skill Intl F4-3200C14-16GTZSW 16GB,21244,,,
G Skill Intl F4-4000C18-8GTZR 8GB,21241,,,
Kingston HP37D4U1S8ME-8X 8GB,21238,,,
G Skill Intl F4-3200C15-16GTZKY 16GB,21237,,,
Golden Empire CL18-22-22 D4-3600 16GB,21236,,,
A-DATA Technology AM2P32NC8T1-BGTS 8GB,21236,,,
A-DATA Technology AX4U32008G16A-DCBKD4 8GB,21234,,,
G Skill Intl F4-3600C18-8GTRG 8GB,21234,,,
Kingston KF3000C16D4/16GX 16GB,21223,,,
Lexar Co Limited LD4BU016G-3600WG 16GB,21218,,,
Corsair CMD8GX4M2B3866C18 4GB,21217,,,
Crucial Technology BL16G32C16U4RL.16FE 16GB,21213,,,
G Skill Intl F4-3600C16-16GTZRC 16GB,21210,,,
Corsair CMK32GX4M2Z4000C18 16GB,21208,,,
Kingston 9905713-021.A00G 4GB,21203,,,
G Skill Intl F4-3600C19-16GSXK 16GB,21201,,,
G Skill Intl F4-3600C16-16GTRSC 16GB,21201,,,
Acer BL.9BWWR.268 8GB,21200,,,
Transcend Information JM3200HLB-16G 16GB,21198,,,
Galaxy Microsystems Ltd. D4U1632163B 16GB,21196,,,
Corsair CMK32GX4M4K4266C19 8GB,21196,,,
Kingston LV32D4U2S8ME-16F 16GB,21192,,,
Crucial Technology CT16G4SFS832A.C8FF 16GB,21189,,,
A-DATA Technology DDR4 3333 2OZ 4GB,21187,,,
V-Color Technology Inc. TE416G26D819K-VKC 16GB,21178,,,
G Skill Intl F4-3600C18-16GVK 16GB,21177,,,
Essencore Limited KD4AGS88C-32N2200 16GB,21173,,,
Patriot Memory (PDP Systems) 4000 C19 Series 8GB,21173,,,
Ramaxel Technology RMSA3310MB96HAF-3200 8GB,21167,,,
Corsair CMG16GX4M1D3600C18 16GB,21166,,,
Kingston X2YH1K-MIE-NX 16GB,21164,,,
G Skill Intl F4-3200C15-8GTZKW 8GB,21160,,,
Crucial Technology CT16G4DFS832A.C8FF 16GB,21159,,,
Kingston KHX3600C17D4/16GX 16GB,21153,,,
Gold Key Technology Co Ltd NMGD416F82-3200D 16GB,21151,,,
TwinMOS TM32GB3200N 32GB,21148,,,
Team Group Inc. TEAMGROUP-UD4-4133 8GB,21147,,,
Kingston KF3200C16D4/32GX 32GB,21146,,,
Corsair CMW32GX4M2D3600C18 16GB,21143,,,
A-DATA Technology AX4U32008G16A-DW50 8GB,21143,,,
Corsair CMK32GX4M2D3600C18 16GB,21142,,,
JUHOR JHD3200U1608JG 8GB,21137,,,
V-GEN D4H8GL36A8TXV 8GB,21136,,,
A-DATA Technology AX4U320038G16A-DRZ1 8GB,21135,,,
Kingston HP37D4U1S8HC-16XR 16GB,21134,,,
Corsair CMT16GX4M2C3600C18 8GB,21130,,,
Crucial Technology BLS4G4D26BFSB.8FD2 4GB,21129,,,
Samsung M378A2G43CB3-CWE 16GB,21125,,,
G Skill Intl F4-3600C18-16GTZR 16GB,21122,,,
Crucial Technology BL16G32C16U4BL.16FE 16GB,21120,,,
Samsung M378A2K43EB1-CWE 16GB,21118,,,
A-DATA Technology AX4U32008G16A-DCBK20 8GB,21118,,,
Chun Well Technology Holding Limited CL19-23-23 D4-4000 16GB,21114,,,
CFD Sales Inc W4U3200CS-16G 16GB,21113,,,
Mushkin MRX4U413KOOP8G 8GB,21113,,,
Corsair CMR32GX4M4C3466C16 8GB,21112,,,
Lexar Co Limited LD4AU016G-H3200GST 16GB,21106,,,
Chun Well Technology Holding Limited ND4U0840180BRPDE 8GB,21101,,,
G Skill Intl F4-4600C19-8GVKE 8GB,21096,,,
Wilk Elektronik S.A. IRG36D4L18S/8G 8GB,21089,,,
Crucial Technology BL16G36C16U4B.M8FE1 16GB,21087,,,
Shenzhen Micro Innovation Industry KF3200DDCD4 16GB,21084,,,
Crucial Technology BLM16G40C18U4BL.M8FB 16GB,21083,,,
King Tiger Technology TMKU8G68AHFHD-32A 8GB,21081,,,
Chun Well Technology Holding Limited CL18-22-22 D4-4000 16GB,21081,,,
Crucial Technology BL16G36C16U4RL.M16FE 16GB,21080,,,
Kingston KF4000C19D4/8GX 8GB,21077,,,
Corsair CMT32GX4M4K4000C19 8GB,21076,,,
"PNY Technologies, Inc. 8GBF1X08VIPP46-15-K3 8GB",21076,,,
GIGA - BYTE Technology Co Ltd GP-ARS16G37 8GB,21076,,,
Kingston KF432C16BB/16-SP 16GB,21073,,,
Wilk Elektronik S.A. IRP3600D4V64L18S/8G 8GB,21072,,,
Essencore Limited KD4AGU880-32N2200 16GB,21072,,,
A-DATA Technology AX4U413316G19J-BT50 16GB,21070,,,
Lexar Co Limited LD4EU016G-4000WA 16GB,21055,,,
Kingston 9965757-037.A00G 64GB,21053,,,
Corsair CMWX8GF3200Z22W4 8GB,21051,,,
A-DATA Technology AX4U320016G16A-BB10 16GB,21048,,,
Corsair CMW8GX4M1Z3600C18 8GB,21046,,,
A-DATA Technology AX4U320016G16A-SWHD3 16GB,21046,,,
Crucial Technology CT16G4DFRA32A.M16FE 16GB,21044,,,
G Skill Intl F4-4000C18-32GVK 32GB,21032,,,
Crucial Technology BL32G32C16U4RL.M16FB 32GB,21028,,,
G Skill Intl F4-3600C18-16GTRS 16GB,21025,,,
Gold Key Technology Co Ltd NMUD416F82-3200E 16GB,21024,,,
Lexar Co Limited LD4BU016G-36000H 16GB,21024,,,
Wilk Elektronik S.A. IRP4000D4V64L18S/8G 8GB,21019,,,
Asgard VMA47UG-MEC1U22T3 8GB,21018,,,
SK Hynix HMA851U6DJR6N-XN 4GB,21018,,,
Kingston 9905743-184.A00G 16GB,21007,,,
G Skill Intl F4-4800C19-8GTZRC 8GB,21007,,,
G Skill Intl F4-2800C15-4GTZB 4GB,21001,,,
G Skill Intl F4-3600C16-32GTRG 32GB,20999,,,
G Skill Intl F4-3200C16-16GTZRN 16GB,20995,,,
Chun Well Technology Holding Limited ND4U1632162BRPDE 16GB,20974,,,
G Skill Intl F4-3600C16-16GTRGC 16GB,20971,,,
Crucial Technology BL8G32C16U4RL.8FE 8GB,20967,,,
A-DATA Technology DDR4 4133 8GB,20965,,,
G Skill Intl F4-3200C14-8GFX 8GB,20965,,,
G Skill Intl F4-3200C14-16GTZR 16GB,20963,,,
Kingston 9905743-150.A00G 16GB,20963,,,
PUSKILL PJ8TFK2GM8 16GB,20961,,,
Crucial Technology BL16G30C15U4B.M16FE 16GB,20960,,,
Lexar Co Limited LD4AU008G-3200ST 8GB,20958,,,
Crucial Technology BLM16G44C19U4B.M8FB1 16GB,20956,,,
Corsair CMH16GX4M2E3200C16 8GB,20954,,,
Corsair CMK64GX4M4C3333C16 16GB,20952,,,
Mushkin MLX4C360JNNM8G 8GB,20948,,,
G Skill Intl F4-3800C18-16GTZN 16GB,20947,,,
Apacer Technology GD2.1827CS.007 8GB,20947,,,
Kingston 99U5701-003.A00G 16GB,20946,,,
Neo Forza GKE320SO204808-3200 32GB,20941,,,
Lexar Co Limited LD4BU008G-3600LA 8GB,20937,,,
JUHOR JHD3600U1816JG 16GB,20933,,,
Corsair CMT64GX4M4E3200C16 16GB,20930,,,
G Skill Intl F4-4133C17-8GTZR 8GB,20928,,,
Kingston HP32D4U2S8ME-16 16GB,20924,,,
Corsair CMK16GX4M1Z3600C18 16GB,20920,,,
Kingston KHX3466C17D4/32GX 32GB,20917,,,
G Skill Intl F4-4400C19-32GTRG 32GB,20914,,,
Gold Key Technology Co Ltd NMUD480E82-3600D 8GB,20911,,,
Crucial Technology CP32G4DFRA32A.C16FF 32GB,20905,,,
G Skill Intl F4-3200C14-8GTZN 8GB,20904,,,
Crucial Technology BL16G32C16U4W.M16FE1 16GB,20902,,,
Micron Technology 4ATF1G64AZ-3G2F1 8GB,20897,,,
Kingston KF3200C16D4/8GX 8GB,20897,,,
Corsair CMH64GX4M2E3200C16 32GB,20892,,,
Crucial Technology CT16G4DFS832A.M8FF 16GB,20887,,,
Essencore Limited KD4AGUA80-36A180C 16GB,20887,,,
G Skill Intl F4-4000C18-8GTZ 8GB,20885,,,
G Skill Intl F4-3800C18-8GTZN 8GB,20885,,,
Kingston LV32D4U2S8SD-8 8GB,20882,,,
Corsair CMH32GX4M2C3600C20 16GB,20876,,,
Timetec International Inc TIMETEC-U16G-3600 16GB,20876,,,
Corsair CMN32GX4M2Z4000C18 16GB,20872,,,
Corsair CMG8GX4M1E3200C16 8GB,20871,,,
Gold Key Technology Co Ltd NMGD480E82-3200D 8GB,20868,,,
AMD R9S432G3206U2S 32GB,20868,,,
Mushkin MR[ABC]4U413KOOP8G 8GB,20864,,,
Corsair CMK32GX4M4D3600C18 8GB,20861,,,
Crucial Technology CP16G4DFRA32A.M8FF 16GB,20851,,,
G Skill Intl F4-4000C19-16GTZR 16GB,20847,,,
Crucial Technology CP16G4DFRA32A.M16FE 16GB,20843,,,
Corsair CMT64GX4M4K3600C18 16GB,20841,,,
SK Hynix HMAG68EXNUA076N 8GB,20837,,,
Corsair CMT32GX4M4E3200C16 8GB,20835,,,
A-DATA Technology AX4U320016G16A-SBKD3 16GB,20833,,,
Kimtigo Semiconductor (HK) Limited Kimtigo-8G-3200 8GB,20831,,,
G Skill Intl F4-3466C16-8GVR 8GB,20830,,,
Crucial Technology BL16G32C16U4W.16FE 16GB,20829,,,
A-DATA Technology AX4U32008G16A-DT50 8GB,20822,,,
Colorful Technology Ltd CD08G3200D4NP16 8GB,20822,,,
Micron Technology 16ATF2G64AZ-3G2E1 16GB,20820,,,
G Skill Intl F4-4000C18-8GTZRB 8GB,20818,,,
Patriot Memory (PDP Systems) 3600 C18 Series 32GB,20814,,,
Corsair CMK8GX4M1Z3600C18 8GB,20814,,,
A-DATA Technology AX4U320032G16A-BBKD3 32GB,20802,,,
Apacer Technology GD2.18428S.006 8GB,20800,,,
Thermaltake Technology Co Ltd R017D408GX2-3200C16A 8GB,20799,,,
A-DATA Technology AX4U320016G16A-BT60 16GB,20799,,,
Corsair CMW32GX4M2C3466C16 16GB,20794,,,
GIGA - BYTE Technology Co Ltd GP-ARS16G33 8GB,20792,,,
Apacer Technology D12.2356CS.001 8GB,20788,,,
Chun Well Technology Holding Limited D4U1640180B 16GB,20781,,,
Essencore Limited KD4AGU88C-32N220D 16GB,20770,,,
G Skill Intl F4-3200C14-16GVK 16GB,20763,,,
G Skill Intl F4-3000C16-16GTRS 16GB,20761,,,
G Skill Intl F4-5066C20-8GVK 8GB,20759,,,
Crucial Technology CT16G4DFRA32A.M8FB 16GB,20755,,,
Kingston 9905734-016.A00G 16GB,20744,,,
Asgard VMA45UH-MEC1U22T3 16GB,20739,,,
Samsung M378A1G44CB0-CWE 8GB,20733,,,
Corsair CMW16GX4M2K4000C19 8GB,20732,,,
"PNY Technologies, Inc. 8GBF1X08SHLL44-135-K 8GB",20729,,,
G Skill Intl F4-4266C19-8GTZR 8GB,20729,,,
Kingston CBD32D4U2S8MF-16 16GB,20728,,,
Neo Forza NMUD480E82-2400E 8GB,20727,,,
Patriot Memory (PDP Systems) 4133 C19 Series 8GB,20720,,,
